City,Locality,Property Type,BHK,Area (SqFt),Price (Lakhs),Price per SqFt (Lakhs),Furnishing,Property Age (Years),Nearby Schools,Nearby Hospitals,Parking,Security,Availability
Ahmedabad,Satellite,Apartment,5,2382,224.72,0.09,Unfurnished,21,4.0,4.0,Yes,No,Ready_to_Move
Surat,Vesu,Apartment,5,1737,393.74,0.23,Semi-furnished,24,1.0,10.0,No,No,Under_Construction
Ahmedabad,Navrangpura,Apartment,1,4854,61.22,0.01,Unfurnished,12,6.0,2.0,Yes,Yes,Under_Construction
Surat,Adajan,Independent House,2,2257,475.13,0.21,Unfurnished,25,6.0,2.0,No,Yes,Ready_to_Move
Surat,Vesu,Villa,3,2094,483.07,0.23,Furnished,26,1.0,1.0,No,Yes,Ready_to_Move
Surat,Althan,Independent House,3,1148,181.93,0.16,Unfurnished,23,3.0,4.0,No,No,Under_Construction
Surat,Piplod,Apartment,3,1861,357.27,0.19,Furnished,14,1.0,10.0,Yes,Yes,Ready_to_Move
Surat,Adajan,Apartment,4,3571,251.95,0.07,Furnished,18,4.0,5.0,Yes,Yes,Under_Construction
Ahmedabad,Navrangpura,Independent House,5,1632,372.37,0.23,Furnished,3,7.0,2.0,No,Yes,Ready_to_Move
Ahmedabad,Bopal,Apartment,4,1448,158.95,0.11,Semi-furnished,13,8.0,8.0,Yes,Yes,Ready_to_Move
Surat,Vesu,Apartment,5,3873,219.18,0.06,Unfurnished,5,10.0,6.0,Yes,No,Ready_to_Move
Ahmedabad,SG Highway,Apartment,3,3007,67.65,0.02,Unfurnished,14,8.0,2.0,Yes,Yes,Under_Construction
Surat,Adajan,Independent House,2,4724,213.04,0.05,Unfurnished,23,10.0,6.0,No,Yes,Ready_to_Move
Ahmedabad,Bopal,Independent House,4,3410,278.58,0.08,Unfurnished,3,2.0,1.0,Yes,Yes,Under_Construction
Surat,Althan,Independent House,3,4405,204.19,0.05,Furnished,21,7.0,6.0,No,Yes,Under_Construction
Surat,Pal,Villa,3,1566,40.87,0.03,Furnished,12,1.0,2.0,Yes,No,Under_Construction
Ahmedabad,Navrangpura,Villa,4,628,197.5,0.31,Furnished,13,8.0,3.0,No,No,Ready_to_Move
Surat,Pal,Villa,1,2182,338.25,0.16,Furnished,15,7.0,9.0,No,Yes,Ready_to_Move
Surat,Piplod,Villa,1,858,42.66,0.05,Semi-furnished,10,2.0,6.0,No,Yes,Ready_to_Move
Surat,Pal,Independent House,3,2786,274.77,0.1,Semi-furnished,7,9.0,7.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Independent House,1,2252,264.31,0.12,Furnished,11,3.0,1.0,Yes,Yes,Under_Construction
Ahmedabad,Satellite,Independent House,2,2075,50.44,0.02,Semi-furnished,25,8.0,7.0,No,Yes,Under_Construction
Surat,Adajan,Independent House,5,1774,93.04,0.05,Furnished,26,4.0,7.0,Yes,Yes,Ready_to_Move
Surat,Vesu,Apartment,2,2348,25.51,0.01,Unfurnished,21,5.0,8.0,No,Yes,Ready_to_Move
Surat,Vesu,Independent House,1,3886,30.14,0.01,Furnished,25,1.0,10.0,Yes,Yes,Under_Construction
Surat,Pal,Villa,3,900,352.39,0.39,Furnished,25,2.0,5.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Apartment,4,1258,96.02,0.08,Semi-furnished,27,9.0,5.0,No,Yes,Under_Construction
Ahmedabad,Bopal,Apartment,5,1969,52.45,0.03,Unfurnished,15,9.0,6.0,No,No,Under_Construction
Ahmedabad,Gota,Apartment,4,4703,383.5,0.08,Semi-furnished,19,7.0,5.0,No,No,Under_Construction
Ahmedabad,Satellite,Independent House,4,3162,62.75,0.02,Unfurnished,20,9.0,8.0,Yes,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Apartment,4,650,38.94,0.06,Semi-furnished,26,7.0,7.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Independent House,3,4882,454.62,0.09,Furnished,20,2.0,10.0,Yes,No,Under_Construction
Surat,Vesu,Villa,3,3367,488.4,0.15,Unfurnished,34,2.0,10.0,Yes,Yes,Ready_to_Move
Ahmedabad,Satellite,Apartment,3,4458,39.17,0.01,Semi-furnished,22,6.0,7.0,Yes,Yes,Under_Construction
Ahmedabad,Gota,Apartment,2,678,11.41,0.02,Unfurnished,27,8.0,8.0,Yes,Yes,Under_Construction
Surat,Althan,Villa,4,3900,186.43,0.05,Unfurnished,18,1.0,5.0,Yes,Yes,Ready_to_Move
Surat,Althan,Independent House,1,4598,379.23,0.08,Semi-furnished,18,3.0,3.0,No,Yes,Under_Construction
Ahmedabad,Gota,Independent House,2,3530,259.2,0.07,Semi-furnished,7,5.0,8.0,Yes,Yes,Ready_to_Move
Surat,Piplod,Villa,1,2820,482.15,0.17,Furnished,14,1.0,6.0,No,No,Ready_to_Move
Surat,Althan,Villa,2,4605,175.84,0.04,Furnished,11,8.0,7.0,No,Yes,Under_Construction
Surat,Althan,Apartment,3,1594,351.73,0.22,Furnished,25,7.0,1.0,No,Yes,Ready_to_Move
Ahmedabad,Bopal,Apartment,5,660,212.95,0.32,Furnished,14,9.0,4.0,No,Yes,Under_Construction
Surat,Althan,Apartment,5,2943,333.65,0.11,Furnished,14,7.0,7.0,No,No,Ready_to_Move
Ahmedabad,SG Highway,Villa,3,3336,70.05,0.02,Furnished,23,8.0,4.0,Yes,No,Under_Construction
Surat,Pal,Villa,4,3033,367.04,0.12,Semi-furnished,30,4.0,8.0,Yes,No,Under_Construction
Ahmedabad,Bopal,Apartment,4,580,105.55,0.18,Unfurnished,15,1.0,2.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Apartment,5,3143,282.68,0.09,Furnished,21,3.0,2.0,No,Yes,Under_Construction
Ahmedabad,Satellite,Independent House,2,4320,380.28,0.09,Unfurnished,32,7.0,10.0,Yes,No,Ready_to_Move
Surat,Adajan,Apartment,4,1114,164.27,0.15,Unfurnished,33,5.0,5.0,Yes,No,Under_Construction
Surat,Althan,Independent House,4,1043,229.98,0.22,Semi-furnished,20,10.0,6.0,No,No,Ready_to_Move
Ahmedabad,Satellite,Apartment,4,3095,284.39,0.09,Furnished,11,6.0,7.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Independent House,1,2702,424.64,0.16,Furnished,12,2.0,8.0,Yes,No,Ready_to_Move
Ahmedabad,Satellite,Independent House,1,2520,132.73,0.05,Semi-furnished,26,4.0,5.0,Yes,No,Ready_to_Move
Surat,Althan,Apartment,4,2379,252.76,0.11,Semi-furnished,5,10.0,2.0,Yes,No,Ready_to_Move
Surat,Althan,Villa,5,610,250.34,0.41,Semi-furnished,22,8.0,8.0,No,Yes,Under_Construction
Ahmedabad,Bopal,Villa,2,860,18.81,0.02,Unfurnished,29,6.0,10.0,No,Yes,Ready_to_Move
Surat,Pal,Villa,2,1232,319.01,0.26,Unfurnished,30,9.0,3.0,Yes,Yes,Under_Construction
Surat,Pal,Apartment,1,3845,205.08,0.05,Unfurnished,33,4.0,10.0,Yes,Yes,Under_Construction
Ahmedabad,Bopal,Independent House,5,4838,110.72,0.02,Unfurnished,28,5.0,4.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Independent House,1,762,426.88,0.56,Unfurnished,6,7.0,3.0,No,Yes,Ready_to_Move
Ahmedabad,Gota,Villa,2,4638,112.7,0.02,Furnished,7,6.0,1.0,No,No,Under_Construction
Ahmedabad,Bopal,Villa,3,1045,144.4,0.14,Furnished,32,4.0,10.0,No,No,Under_Construction
Surat,Adajan,Apartment,1,1951,119.57,0.06,Semi-furnished,11,1.0,1.0,Yes,No,Ready_to_Move
Surat,Vesu,Independent House,1,1485,256.67,0.17,Unfurnished,28,1.0,8.0,Yes,No,Under_Construction
Ahmedabad,Navrangpura,Villa,3,3662,298.22,0.08,Furnished,9,7.0,1.0,No,Yes,Ready_to_Move
Ahmedabad,Bopal,Apartment,1,1219,80.75,0.07,Unfurnished,24,9.0,1.0,Yes,Yes,Under_Construction
Surat,Adajan,Apartment,1,2985,392.91,0.13,Furnished,24,6.0,8.0,No,Yes,Under_Construction
Surat,Pal,Apartment,1,1527,59.53,0.04,Semi-furnished,12,6.0,3.0,Yes,No,Under_Construction
Ahmedabad,Navrangpura,Villa,4,2777,453.46,0.16,Unfurnished,10,10.0,8.0,Yes,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Apartment,5,2045,294.73,0.14,Unfurnished,30,10.0,1.0,No,No,Under_Construction
Surat,Piplod,Apartment,4,4524,146.26,0.03,Furnished,24,8.0,8.0,Yes,Yes,Under_Construction
Ahmedabad,Gota,Independent House,2,746,34.69,0.05,Semi-furnished,17,8.0,10.0,Yes,No,Ready_to_Move
Ahmedabad,Navrangpura,Independent House,2,939,291.82,0.31,Unfurnished,13,9.0,6.0,No,No,Ready_to_Move
Surat,Pal,Independent House,5,1921,318.03,0.17,Furnished,2,2.0,4.0,Yes,No,Ready_to_Move
Surat,Adajan,Villa,3,4457,32.72,0.01,Unfurnished,32,8.0,6.0,No,No,Under_Construction
Surat,Adajan,Apartment,3,1011,57.09,0.06,Unfurnished,28,5.0,10.0,Yes,Yes,Ready_to_Move
Surat,Althan,Apartment,3,542,265.78,0.49,Semi-furnished,8,7.0,3.0,Yes,Yes,Under_Construction
Ahmedabad,Satellite,Independent House,5,2956,430.29,0.15,Unfurnished,17,2.0,2.0,Yes,No,Under_Construction
Surat,Vesu,Apartment,1,4453,371.19,0.08,Furnished,21,1.0,8.0,No,No,Under_Construction
Surat,Adajan,Villa,4,4699,387.5,0.08,Furnished,18,6.0,6.0,Yes,No,Ready_to_Move
Surat,Althan,Independent House,1,1246,493.26,0.4,Furnished,4,2.0,2.0,No,No,Ready_to_Move
Ahmedabad,Satellite,Villa,3,3418,303.75,0.09,Semi-furnished,15,5.0,9.0,Yes,No,Under_Construction
Ahmedabad,Gota,Villa,2,4912,249.49,0.05,Furnished,24,10.0,1.0,No,Yes,Under_Construction
Ahmedabad,Satellite,Villa,4,1724,189.81,0.11,Semi-furnished,14,4.0,6.0,Yes,Yes,Under_Construction
Surat,Vesu,Villa,1,2968,40.31,0.01,Unfurnished,25,1.0,7.0,Yes,Yes,Ready_to_Move
Surat,Althan,Apartment,4,2987,52.23,0.02,Unfurnished,20,10.0,3.0,No,Yes,Under_Construction
Surat,Adajan,Independent House,4,1609,48.49,0.03,Furnished,25,7.0,3.0,No,No,Under_Construction
Ahmedabad,Gota,Villa,5,2302,356.94,0.16,Semi-furnished,11,10.0,10.0,Yes,Yes,Under_Construction
Surat,Althan,Villa,1,4139,487.62,0.12,Furnished,9,5.0,3.0,No,No,Under_Construction
Ahmedabad,Navrangpura,Apartment,1,1094,406.25,0.37,Semi-furnished,5,8.0,8.0,Yes,No,Ready_to_Move
Surat,Piplod,Independent House,4,570,203.14,0.36,Semi-furnished,16,2.0,10.0,No,Yes,Ready_to_Move
Ahmedabad,Bopal,Apartment,4,4116,369.36,0.09,Unfurnished,33,2.0,6.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Independent House,4,1705,397.55,0.23,Furnished,28,1.0,7.0,Yes,Yes,Under_Construction
Ahmedabad,SG Highway,Apartment,3,3481,12.15,0.0,Semi-furnished,26,6.0,10.0,No,Yes,Under_Construction
Surat,Althan,Apartment,3,4460,382.12,0.09,Furnished,21,2.0,7.0,No,Yes,Under_Construction
Surat,Adajan,Apartment,1,3636,119.81,0.03,Unfurnished,24,5.0,3.0,Yes,No,Under_Construction
Surat,Vesu,Apartment,1,3593,334.7,0.09,Unfurnished,24,1.0,2.0,Yes,Yes,Ready_to_Move
Ahmedabad,Gota,Apartment,4,2999,498.12,0.17,Unfurnished,7,6.0,5.0,No,No,Under_Construction
Surat,Vesu,Apartment,4,4098,17.87,0.0,Unfurnished,27,7.0,5.0,Yes,Yes,Under_Construction
Ahmedabad,Bopal,Villa,1,4028,151.58,0.04,Unfurnished,21,2.0,4.0,Yes,No,Under_Construction
Ahmedabad,Gota,Villa,4,4083,346.33,0.08,Semi-furnished,32,2.0,1.0,No,Yes,Under_Construction
Surat,Pal,Villa,3,2656,229.29,0.09,Furnished,34,7.0,8.0,No,Yes,Ready_to_Move
Ahmedabad,Gota,Apartment,4,2630,30.44,0.01,Furnished,13,3.0,5.0,Yes,Yes,Under_Construction
Surat,Vesu,Apartment,3,3645,206.82,0.06,Furnished,33,1.0,3.0,No,No,Under_Construction
Surat,Piplod,Apartment,4,1714,252.32,0.15,Semi-furnished,6,7.0,4.0,Yes,No,Under_Construction
Surat,Piplod,Independent House,5,4856,275.61,0.06,Semi-furnished,30,10.0,3.0,Yes,Yes,Under_Construction
Surat,Adajan,Villa,3,4288,242.5,0.06,Semi-furnished,33,9.0,9.0,Yes,No,Ready_to_Move
Surat,Althan,Villa,4,4352,364.86,0.08,Unfurnished,5,4.0,4.0,No,Yes,Under_Construction
Surat,Althan,Villa,4,3368,368.05,0.11,Semi-furnished,17,6.0,2.0,No,No,Under_Construction
Surat,Piplod,Villa,5,3961,410.41,0.1,Semi-furnished,16,3.0,5.0,Yes,Yes,Ready_to_Move
Ahmedabad,Satellite,Apartment,5,772,50.56,0.07,Semi-furnished,33,6.0,8.0,Yes,Yes,Under_Construction
Surat,Adajan,Villa,5,3838,494.58,0.13,Furnished,24,4.0,7.0,No,No,Under_Construction
Surat,Piplod,Apartment,1,2466,358.19,0.15,Semi-furnished,32,9.0,9.0,No,No,Under_Construction
Ahmedabad,Bopal,Villa,5,4213,470.28,0.11,Furnished,2,10.0,7.0,No,Yes,Ready_to_Move
Surat,Pal,Villa,2,4807,364.62,0.08,Unfurnished,10,4.0,5.0,No,No,Under_Construction
Ahmedabad,Bopal,Independent House,3,2731,130.41,0.05,Semi-furnished,25,8.0,6.0,Yes,Yes,Under_Construction
Ahmedabad,SG Highway,Apartment,3,4500,31.65,0.01,Furnished,35,7.0,10.0,No,No,Ready_to_Move
Ahmedabad,Navrangpura,Villa,1,1532,256.28,0.17,Unfurnished,12,4.0,7.0,Yes,No,Under_Construction
Ahmedabad,Gota,Independent House,2,1956,225.78,0.12,Semi-furnished,18,2.0,9.0,Yes,Yes,Ready_to_Move
Ahmedabad,Gota,Apartment,1,2664,471.88,0.18,Semi-furnished,3,2.0,8.0,No,Yes,Under_Construction
Surat,Vesu,Villa,3,4472,159.15,0.04,Furnished,33,2.0,10.0,No,No,Ready_to_Move
Surat,Pal,Independent House,5,3146,462.98,0.15,Semi-furnished,31,2.0,10.0,Yes,Yes,Ready_to_Move
Ahmedabad,Satellite,Independent House,2,3172,463.22,0.15,Furnished,30,9.0,3.0,No,Yes,Under_Construction
Ahmedabad,Navrangpura,Villa,4,2105,488.73,0.23,Semi-furnished,4,3.0,7.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Independent House,1,4783,367.98,0.08,Semi-furnished,9,3.0,7.0,Yes,No,Under_Construction
Surat,Pal,Independent House,5,4232,171.4,0.04,Semi-furnished,13,1.0,9.0,No,Yes,Ready_to_Move
Surat,Pal,Villa,5,4942,418.46,0.08,Furnished,15,3.0,6.0,No,Yes,Ready_to_Move
Ahmedabad,Satellite,Apartment,4,4133,304.44,0.07,Furnished,34,7.0,4.0,No,Yes,Under_Construction
Surat,Pal,Villa,3,4997,480.49,0.1,Unfurnished,12,9.0,8.0,Yes,No,Ready_to_Move
Surat,Althan,Villa,2,3637,199.22,0.05,Furnished,16,6.0,2.0,No,Yes,Ready_to_Move
Surat,Piplod,Apartment,3,2189,246.11,0.11,Furnished,28,9.0,10.0,No,Yes,Under_Construction
Ahmedabad,Gota,Independent House,2,1944,326.08,0.17,Furnished,12,5.0,9.0,No,No,Ready_to_Move
Ahmedabad,Satellite,Apartment,1,1566,269.94,0.17,Furnished,6,3.0,8.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Apartment,4,1899,86.68,0.05,Unfurnished,28,7.0,7.0,No,Yes,Ready_to_Move
Surat,Pal,Villa,2,3742,138.32,0.04,Semi-furnished,29,7.0,4.0,No,No,Under_Construction
Surat,Althan,Villa,2,515,81.89,0.16,Semi-furnished,22,10.0,6.0,No,No,Ready_to_Move
Surat,Piplod,Independent House,2,3570,28.46,0.01,Semi-furnished,2,2.0,3.0,No,No,Under_Construction
Ahmedabad,SG Highway,Villa,4,2394,87.8,0.04,Unfurnished,6,9.0,6.0,Yes,No,Under_Construction
Surat,Adajan,Villa,2,2384,149.96,0.06,Furnished,20,4.0,4.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Apartment,4,4986,253.86,0.05,Semi-furnished,14,2.0,3.0,Yes,No,Under_Construction
Surat,Vesu,Apartment,2,1251,498.76,0.4,Furnished,22,5.0,1.0,No,No,Ready_to_Move
Surat,Althan,Villa,2,4119,482.88,0.12,Semi-furnished,10,6.0,7.0,Yes,Yes,Under_Construction
Surat,Piplod,Independent House,2,1483,262.69,0.18,Furnished,5,3.0,10.0,Yes,Yes,Under_Construction
Ahmedabad,Satellite,Independent House,3,2888,228.16,0.08,Semi-furnished,5,2.0,10.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Independent House,5,1455,331.15,0.23,Semi-furnished,24,6.0,4.0,Yes,No,Under_Construction
Ahmedabad,Gota,Apartment,1,3015,300.02,0.1,Furnished,14,7.0,9.0,No,No,Ready_to_Move
Surat,Pal,Villa,3,763,62.94,0.08,Unfurnished,23,5.0,7.0,No,No,Under_Construction
Ahmedabad,Bopal,Villa,1,1717,293.11,0.17,Semi-furnished,20,2.0,2.0,Yes,No,Ready_to_Move
Surat,Piplod,Independent House,2,2845,458.99,0.16,Unfurnished,10,1.0,9.0,Yes,No,Under_Construction
Ahmedabad,Satellite,Villa,3,3859,42.0,0.01,Unfurnished,33,2.0,9.0,No,Yes,Ready_to_Move
Surat,Althan,Villa,5,1447,124.64,0.09,Furnished,35,2.0,1.0,Yes,Yes,Under_Construction
Surat,Piplod,Independent House,2,2739,427.99,0.16,Unfurnished,8,4.0,8.0,No,No,Ready_to_Move
Surat,Adajan,Apartment,4,3540,99.44,0.03,Furnished,7,4.0,10.0,Yes,Yes,Under_Construction
Surat,Althan,Independent House,3,3994,193.05,0.05,Semi-furnished,27,8.0,3.0,Yes,Yes,Under_Construction
Ahmedabad,Bopal,Apartment,4,2402,118.59,0.05,Semi-furnished,33,8.0,5.0,No,Yes,Ready_to_Move
Ahmedabad,Bopal,Apartment,3,4652,322.0,0.07,Furnished,32,6.0,2.0,No,Yes,Under_Construction
Surat,Althan,Independent House,4,4562,183.61,0.04,Semi-furnished,13,6.0,2.0,No,No,Ready_to_Move
Ahmedabad,Satellite,Apartment,1,825,304.66,0.37,Semi-furnished,22,8.0,7.0,Yes,No,Ready_to_Move
Ahmedabad,Bopal,Villa,4,685,42.62,0.06,Unfurnished,21,6.0,1.0,Yes,Yes,Ready_to_Move
Surat,Adajan,Independent House,2,4051,333.49,0.08,Unfurnished,4,1.0,7.0,No,Yes,Under_Construction
Surat,Pal,Independent House,3,3279,214.31,0.07,Unfurnished,21,4.0,10.0,No,No,Ready_to_Move
Ahmedabad,Gota,Independent House,4,4973,228.94,0.05,Furnished,24,7.0,7.0,No,Yes,Under_Construction
Surat,Pal,Apartment,3,3122,208.25,0.07,Furnished,16,9.0,3.0,No,Yes,Under_Construction
Surat,Piplod,Apartment,2,1183,405.94,0.34,Unfurnished,30,5.0,2.0,No,Yes,Ready_to_Move
Surat,Althan,Independent House,2,1464,462.31,0.32,Unfurnished,33,4.0,8.0,Yes,Yes,Ready_to_Move
Ahmedabad,Gota,Apartment,2,4604,389.03,0.08,Unfurnished,25,9.0,3.0,Yes,No,Ready_to_Move
Surat,Althan,Apartment,1,860,98.1,0.11,Furnished,34,1.0,8.0,No,Yes,Under_Construction
Ahmedabad,Satellite,Independent House,2,549,133.83,0.24,Furnished,30,7.0,1.0,Yes,Yes,Ready_to_Move
Surat,Pal,Independent House,5,1380,208.96,0.15,Unfurnished,27,4.0,6.0,Yes,Yes,Under_Construction
Surat,Althan,Villa,4,680,439.28,0.65,Semi-furnished,35,7.0,5.0,Yes,No,Ready_to_Move
Surat,Piplod,Villa,3,2156,209.34,0.1,Semi-furnished,21,7.0,2.0,Yes,No,Ready_to_Move
Ahmedabad,SG Highway,Independent House,5,4134,28.07,0.01,Furnished,33,5.0,1.0,Yes,Yes,Under_Construction
Surat,Vesu,Apartment,2,712,435.56,0.61,Semi-furnished,2,8.0,4.0,No,Yes,Ready_to_Move
Surat,Adajan,Independent House,1,571,468.87,0.82,Furnished,24,2.0,7.0,No,No,Under_Construction
Surat,Vesu,Independent House,3,4803,389.01,0.08,Furnished,7,10.0,7.0,Yes,No,Ready_to_Move
Surat,Vesu,Apartment,1,1743,79.04,0.05,Unfurnished,33,8.0,7.0,Yes,No,Under_Construction
Ahmedabad,SG Highway,Apartment,1,4709,397.62,0.08,Unfurnished,2,5.0,2.0,Yes,Yes,Under_Construction
Surat,Vesu,Apartment,1,1506,146.43,0.1,Semi-furnished,25,7.0,8.0,No,No,Ready_to_Move
Surat,Adajan,Apartment,2,802,253.29,0.32,Unfurnished,18,9.0,5.0,Yes,No,Ready_to_Move
Ahmedabad,Satellite,Independent House,5,3380,398.8,0.12,Unfurnished,34,7.0,8.0,No,Yes,Under_Construction
Ahmedabad,Satellite,Independent House,2,1590,204.89,0.13,Furnished,17,2.0,1.0,Yes,Yes,Ready_to_Move
Ahmedabad,Gota,Independent House,1,2427,166.07,0.07,Unfurnished,2,5.0,1.0,No,No,Ready_to_Move
Surat,Althan,Villa,1,1876,179.96,0.1,Unfurnished,34,10.0,3.0,No,Yes,Under_Construction
Surat,Piplod,Apartment,4,3616,422.19,0.12,Unfurnished,9,1.0,2.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Villa,5,3038,85.88,0.03,Furnished,25,1.0,7.0,Yes,No,Under_Construction
Ahmedabad,Bopal,Villa,2,3657,39.18,0.01,Furnished,28,3.0,7.0,Yes,Yes,Ready_to_Move
Ahmedabad,Bopal,Apartment,1,3075,344.85,0.11,Unfurnished,26,7.0,2.0,No,No,Ready_to_Move
Surat,Pal,Independent House,2,4981,321.98,0.06,Unfurnished,18,7.0,6.0,Yes,Yes,Ready_to_Move
Surat,Pal,Independent House,3,4270,169.22,0.04,Unfurnished,23,8.0,9.0,Yes,No,Under_Construction
Surat,Pal,Villa,4,2989,54.22,0.02,Furnished,4,8.0,6.0,No,Yes,Under_Construction
Ahmedabad,Bopal,Apartment,2,867,43.38,0.05,Unfurnished,16,4.0,8.0,No,No,Ready_to_Move
Surat,Vesu,Villa,4,3983,234.86,0.06,Semi-furnished,25,8.0,9.0,No,No,Under_Construction
Surat,Piplod,Independent House,2,2930,488.68,0.17,Unfurnished,7,6.0,9.0,No,No,Under_Construction
Surat,Pal,Independent House,2,2044,279.44,0.14,Unfurnished,29,5.0,5.0,Yes,No,Under_Construction
Surat,Althan,Villa,1,3236,233.44,0.07,Unfurnished,35,2.0,2.0,No,Yes,Under_Construction
Surat,Adajan,Villa,3,2530,97.76,0.04,Semi-furnished,9,8.0,2.0,No,Yes,Under_Construction
Surat,Althan,Independent House,5,4272,403.07,0.09,Semi-furnished,9,2.0,2.0,No,Yes,Under_Construction
Ahmedabad,Bopal,Villa,5,1456,62.56,0.04,Furnished,33,10.0,6.0,No,No,Under_Construction
Surat,Piplod,Independent House,4,1754,51.86,0.03,Unfurnished,33,6.0,9.0,Yes,No,Under_Construction
Ahmedabad,Navrangpura,Independent House,5,3837,464.67,0.12,Unfurnished,28,4.0,5.0,No,Yes,Under_Construction
Surat,Pal,Villa,3,4679,437.06,0.09,Unfurnished,8,2.0,6.0,No,Yes,Ready_to_Move
Surat,Pal,Apartment,3,3888,315.63,0.08,Furnished,27,9.0,1.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Apartment,4,3860,371.79,0.1,Furnished,12,9.0,3.0,No,Yes,Under_Construction
Surat,Althan,Villa,1,3835,463.46,0.12,Furnished,35,2.0,2.0,No,Yes,Under_Construction
Surat,Pal,Villa,3,1671,125.37,0.08,Unfurnished,11,8.0,1.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Villa,1,807,413.06,0.51,Unfurnished,6,10.0,7.0,Yes,No,Under_Construction
Ahmedabad,Satellite,Independent House,5,3072,443.86,0.14,Unfurnished,12,10.0,5.0,Yes,No,Ready_to_Move
Surat,Althan,Apartment,1,1376,476.17,0.35,Furnished,19,10.0,3.0,No,No,Under_Construction
Surat,Pal,Apartment,4,4247,212.97,0.05,Unfurnished,25,9.0,7.0,Yes,No,Ready_to_Move
Ahmedabad,SG Highway,Apartment,5,3947,140.23,0.04,Unfurnished,21,8.0,4.0,No,No,Under_Construction
Surat,Althan,Apartment,1,4165,312.55,0.08,Furnished,26,10.0,8.0,No,No,Under_Construction
Surat,Althan,Villa,4,1635,252.43,0.15,Furnished,12,3.0,6.0,Yes,No,Under_Construction
Surat,Althan,Villa,5,4610,180.13,0.04,Furnished,12,2.0,9.0,No,Yes,Under_Construction
Ahmedabad,Navrangpura,Apartment,3,3403,173.46,0.05,Unfurnished,28,8.0,1.0,No,No,Ready_to_Move
Surat,Piplod,Independent House,3,1558,20.88,0.01,Unfurnished,20,10.0,9.0,Yes,No,Ready_to_Move
Ahmedabad,SG Highway,Apartment,1,2273,176.54,0.08,Semi-furnished,34,10.0,5.0,No,Yes,Under_Construction
Ahmedabad,Gota,Independent House,2,3461,324.81,0.09,Furnished,9,1.0,2.0,Yes,Yes,Ready_to_Move
Surat,Piplod,Villa,5,4453,120.53,0.03,Unfurnished,3,4.0,10.0,No,Yes,Ready_to_Move
Ahmedabad,Bopal,Apartment,4,3659,284.62,0.08,Unfurnished,6,3.0,6.0,No,No,Ready_to_Move
Surat,Piplod,Villa,4,3131,201.68,0.06,Unfurnished,3,9.0,5.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Villa,4,1069,179.51,0.17,Semi-furnished,19,4.0,1.0,Yes,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Apartment,4,3070,190.94,0.06,Unfurnished,28,5.0,2.0,Yes,No,Under_Construction
Surat,Adajan,Villa,2,942,425.85,0.45,Semi-furnished,13,3.0,10.0,No,No,Under_Construction
Ahmedabad,Satellite,Villa,4,3386,227.93,0.07,Furnished,34,4.0,10.0,Yes,Yes,Ready_to_Move
Surat,Piplod,Apartment,3,4905,426.52,0.09,Unfurnished,27,6.0,9.0,No,No,Ready_to_Move
Surat,Adajan,Independent House,4,1520,106.75,0.07,Furnished,32,1.0,4.0,Yes,Yes,Under_Construction
Ahmedabad,SG Highway,Apartment,3,889,306.14,0.34,Unfurnished,34,9.0,10.0,No,Yes,Ready_to_Move
Surat,Althan,Independent House,3,4645,328.8,0.07,Unfurnished,19,2.0,3.0,No,Yes,Ready_to_Move
Surat,Althan,Villa,5,3367,126.57,0.04,Semi-furnished,10,1.0,2.0,No,No,Under_Construction
Ahmedabad,Gota,Apartment,2,1206,213.13,0.18,Semi-furnished,30,5.0,2.0,Yes,Yes,Ready_to_Move
Surat,Vesu,Apartment,4,840,268.03,0.32,Semi-furnished,2,5.0,9.0,Yes,No,Under_Construction
Ahmedabad,Gota,Villa,3,4106,185.44,0.05,Unfurnished,18,3.0,6.0,No,No,Under_Construction
Surat,Vesu,Independent House,5,1172,145.61,0.12,Furnished,19,10.0,4.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Villa,3,4627,413.24,0.09,Unfurnished,18,9.0,6.0,Yes,Yes,Ready_to_Move
Surat,Vesu,Villa,5,1568,109.16,0.07,Semi-furnished,3,10.0,2.0,No,Yes,Ready_to_Move
Ahmedabad,Gota,Villa,4,4903,88.4,0.02,Semi-furnished,13,10.0,4.0,No,No,Under_Construction
