city,locality,property_type,bhk,area,furnishing,age,parking,price
Surat,Vesu,Independent House,1,2359,Furnished,18,No,93.4
Surat,Pal,Apartment,4,3990,Unfurnished,19,Yes,115.53
Ahmedabad,Gota,Villa,1,3785,Semi-furnished,10,Yes,195.29
Surat,Adajan,Villa,2,1188,Unfurnished,20,No,86.86
Ahmedabad,Navrangpura,Apartment,3,1632,Furnished,30,Yes,61.65
Surat,Vesu,Apartment,1,4749,Unfurnished,28,Yes,74.25
Surat,Pal,Villa,5,4015,Semi-furnished,24,Yes,23.02
Surat,Vesu,Villa,5,4556,Furnished,28,No,98.71
Surat,Vesu,Apartment,3,2400,Unfurnished,26,Yes,37.91
Ahmedabad,Bopal,Villa,4,4986,Unfurnished,30,Yes,95.4
Surat,Adajan,Apartment,3,883,Unfurnished,10,No,60.67
Ahmedabad,SG Highway,Independent House,3,3735,Furnished,27,No,190.95
Surat,Piplod,Villa,5,1102,Unfurnished,19,Yes,11.04
Surat,Althan,Villa,3,3412,Unfurnished,12,Yes,16.41
Ahmedabad,Bopal,Villa,1,3375,Unfurnished,11,No,187.27
Ahmedabad,Navrangpura,Apartment,3,2888,Semi-furnished,13,No,44.68
Surat,Pal,Apartment,2,3847,Furnished,22,No,104.99
Surat,Adajan,Independent House,1,946,Furnished,34,No,146.42
Surat,Althan,Apartment,4,2808,Semi-furnished,23,No,14.12
Ahmedabad,Navrangpura,Apartment,1,1522,Furnished,24,Yes,131.02
Ahmedabad,Satellite,Independent House,1,1084,Furnished,26,Yes,19.68
Surat,Pal,Apartment,4,4508,Semi-furnished,13,Yes,128.78
Surat,Althan,Villa,5,719,Furnished,32,No,172.94
Surat,Pal,Villa,4,521,Unfurnished,22,Yes,104.31
Ahmedabad,Satellite,Independent House,5,4535,Furnished,30,Yes,112.67
Ahmedabad,SG Highway,Independent House,2,1497,Semi-furnished,3,Yes,86.55
Surat,Piplod,Villa,3,1775,Semi-furnished,31,No,192.43
Surat,Vesu,Apartment,3,3063,Unfurnished,19,No,21.23
Surat,Vesu,Apartment,1,3083,Unfurnished,8,No,199.31
Ahmedabad,Satellite,Apartment,3,2143,Furnished,21,No,67.87
Ahmedabad,Gota,Villa,1,991,Unfurnished,8,Yes,101.81
Surat,Piplod,Independent House,4,2806,Semi-furnished,24,No,23.36
Ahmedabad,SG Highway,Independent House,1,2017,Unfurnished,19,Yes,10.58
Surat,Althan,Villa,4,4197,Unfurnished,6,No,121.49
Ahmedabad,Satellite,Independent House,5,615,Furnished,22,No,199.54
Ahmedabad,Bopal,Apartment,2,2537,Semi-furnished,15,Yes,34.72
Surat,Althan,Villa,1,1915,Unfurnished,11,No,79.51
Ahmedabad,Bopal,Apartment,4,3594,Unfurnished,5,No,98.5
Surat,Piplod,Apartment,4,887,Furnished,7,No,167.42
Surat,Piplod,Independent House,3,4012,Semi-furnished,10,No,115.62
Surat,Pal,Independent House,1,1425,Furnished,30,Yes,89.1
Ahmedabad,Gota,Apartment,4,3466,Furnished,6,No,26.69
Surat,Piplod,Apartment,5,4613,Furnished,30,No,130.11
Surat,Adajan,Villa,3,2250,Semi-furnished,12,Yes,86.42
Surat,Piplod,Villa,1,4603,Unfurnished,24,Yes,106.46
Surat,Althan,Independent House,4,4775,Furnished,35,Yes,170.67
Ahmedabad,Gota,Villa,4,1921,Furnished,18,No,104.19
Ahmedabad,Satellite,Independent House,5,2543,Unfurnished,22,Yes,144.27
Ahmedabad,SG Highway,Independent House,3,988,Semi-furnished,20,Yes,132.42
Ahmedabad,SG Highway,Apartment,2,3806,Furnished,20,Yes,132.43
Ahmedabad,SG Highway,Independent House,2,1483,Furnished,8,Yes,77.94
Ahmedabad,Gota,Apartment,1,4434,Semi-furnished,10,Yes,102.93
Surat,Pal,Villa,3,3091,Unfurnished,32,Yes,150.77
Ahmedabad,Gota,Independent House,3,1779,Unfurnished,24,Yes,132.67
Surat,Piplod,Villa,2,1997,Furnished,14,Yes,72.17
Ahmedabad,Navrangpura,Independent House,3,4196,Furnished,29,Yes,99.13
Ahmedabad,Satellite,Independent House,3,3834,Unfurnished,27,Yes,106.53
Ahmedabad,Satellite,Independent House,2,788,Unfurnished,26,Yes,34.64
Surat,Piplod,Apartment,3,4716,Unfurnished,15,Yes,104.78
Ahmedabad,Bopal,Apartment,1,3110,Semi-furnished,12,No,43.61
Surat,Piplod,Apartment,4,3657,Unfurnished,3,Yes,69.25
Surat,Althan,Villa,4,3119,Unfurnished,20,No,142.88
Surat,Althan,Independent House,1,3856,Unfurnished,12,No,111.01
Ahmedabad,Satellite,Apartment,3,590,Semi-furnished,15,No,162.23
Ahmedabad,Navrangpura,Independent House,1,1890,Furnished,21,No,50.58
Surat,Adajan,Apartment,2,651,Semi-furnished,5,No,177.92
Ahmedabad,Navrangpura,Independent House,1,2861,Unfurnished,31,No,94.91
Ahmedabad,Gota,Villa,2,1720,Furnished,20,No,178.3
Ahmedabad,Gota,Apartment,4,3523,Semi-furnished,22,Yes,126.88
Surat,Piplod,Independent House,2,1698,Furnished,32,No,179.69
Surat,Althan,Independent House,2,3413,Semi-furnished,17,No,56.63
Surat,Vesu,Independent House,1,3778,Semi-furnished,25,No,151.45
Ahmedabad,Navrangpura,Apartment,1,1247,Unfurnished,5,No,149.79
Surat,Adajan,Villa,3,4802,Unfurnished,31,No,100.59
Ahmedabad,SG Highway,Apartment,4,3139,Unfurnished,25,Yes,19.54
Surat,Vesu,Apartment,4,4112,Semi-furnished,26,No,24.14
Surat,Piplod,Independent House,3,3462,Furnished,7,Yes,108.11
Surat,Pal,Independent House,5,1356,Semi-furnished,8,Yes,160.99
Ahmedabad,Bopal,Apartment,1,2266,Unfurnished,2,Yes,153.2
Ahmedabad,SG Highway,Apartment,3,2620,Unfurnished,24,Yes,165.71
Ahmedabad,Gota,Apartment,3,563,Furnished,25,Yes,98.62
Surat,Althan,Apartment,4,4744,Unfurnished,31,Yes,94.11
Surat,Pal,Villa,2,842,Unfurnished,19,No,121.73
Surat,Althan,Independent House,4,2529,Semi-furnished,5,No,47.77
Surat,Vesu,Independent House,1,689,Unfurnished,28,Yes,127.98
Surat,Althan,Apartment,5,2842,Furnished,23,Yes,137.22
Ahmedabad,Bopal,Independent House,3,4331,Unfurnished,23,Yes,151.26
Surat,Vesu,Apartment,1,3379,Semi-furnished,26,No,154.87
Surat,Vesu,Independent House,4,1534,Semi-furnished,13,No,179.73
Surat,Vesu,Independent House,1,3870,Furnished,29,Yes,13.51
Ahmedabad,Bopal,Apartment,5,2593,Furnished,7,No,63.1
Surat,Pal,Independent House,5,1126,Semi-furnished,18,No,175.74
Surat,Adajan,Villa,2,4541,Semi-furnished,12,No,123.07
Surat,Adajan,Villa,2,1798,Semi-furnished,15,Yes,27.85
Ahmedabad,Gota,Villa,2,3156,Unfurnished,17,No,174.56
Ahmedabad,Bopal,Apartment,2,1494,Unfurnished,8,No,115.95
Surat,Adajan,Apartment,4,3165,Semi-furnished,29,Yes,166.87
Ahmedabad,SG Highway,Independent House,4,4614,Semi-furnished,26,No,54.15
Surat,Piplod,Apartment,2,1820,Unfurnished,2,No,145.12
Ahmedabad,Satellite,Apartment,4,952,Furnished,18,Yes,190.11
Ahmedabad,SG Highway,Villa,1,2705,Furnished,17,No,81.24
Ahmedabad,Gota,Independent House,5,1265,Semi-furnished,7,No,112.68
Surat,Pal,Apartment,5,3160,Furnished,18,No,126.62
Surat,Vesu,Villa,4,1434,Unfurnished,8,No,75.74
Ahmedabad,SG Highway,Apartment,2,600,Unfurnished,26,No,166.19
Ahmedabad,Navrangpura,Independent House,2,3913,Furnished,15,Yes,18.02
Ahmedabad,SG Highway,Villa,2,812,Unfurnished,15,Yes,64.75
Ahmedabad,SG Highway,Apartment,1,3276,Furnished,9,No,146.63
Ahmedabad,Gota,Villa,3,2789,Semi-furnished,18,No,164.61
Surat,Adajan,Villa,1,604,Unfurnished,18,No,116.1
Surat,Adajan,Apartment,1,2690,Furnished,24,Yes,57.4
Surat,Althan,Villa,4,2936,Unfurnished,27,No,22.41
Surat,Vesu,Independent House,1,4838,Unfurnished,25,Yes,171.39
Ahmedabad,Navrangpura,Villa,2,4038,Furnished,4,No,103.07
Ahmedabad,Satellite,Villa,5,4558,Furnished,13,Yes,186.55
Surat,Piplod,Apartment,1,2634,Furnished,4,No,129.0
Ahmedabad,Navrangpura,Independent House,4,3694,Furnished,7,Yes,49.08
Surat,Pal,Apartment,3,939,Furnished,11,Yes,98.34
Surat,Adajan,Villa,3,4572,Unfurnished,11,No,35.55
Surat,Althan,Apartment,3,3624,Furnished,28,Yes,57.38
Surat,Piplod,Apartment,5,1611,Semi-furnished,17,Yes,159.03
Surat,Pal,Villa,5,2357,Furnished,8,No,114.8
Ahmedabad,Navrangpura,Villa,1,4957,Unfurnished,11,Yes,105.47
Ahmedabad,Gota,Villa,3,2339,Furnished,29,Yes,52.62
Surat,Althan,Villa,1,3505,Semi-furnished,10,No,192.68
Surat,Pal,Independent House,5,3160,Semi-furnished,18,Yes,169.2
Surat,Adajan,Villa,3,2311,Semi-furnished,11,No,159.68
Surat,Althan,Independent House,1,806,Furnished,4,Yes,92.19
Ahmedabad,Gota,Apartment,4,3497,Semi-furnished,17,No,41.24
Ahmedabad,Satellite,Independent House,2,940,Furnished,7,No,170.61
Ahmedabad,SG Highway,Villa,2,3992,Furnished,21,Yes,170.29
Ahmedabad,Satellite,Independent House,3,841,Semi-furnished,33,No,179.01
Ahmedabad,Satellite,Independent House,4,512,Unfurnished,15,No,63.99
Surat,Althan,Apartment,2,4957,Unfurnished,12,Yes,168.96
Ahmedabad,SG Highway,Independent House,3,1089,Furnished,9,Yes,32.75
Ahmedabad,Bopal,Independent House,4,2092,Furnished,5,Yes,20.98
Surat,Vesu,Independent House,3,4379,Semi-furnished,35,Yes,84.93
Ahmedabad,SG Highway,Villa,3,3522,Semi-furnished,20,No,197.07
Ahmedabad,Gota,Independent House,4,2866,Unfurnished,11,No,142.29
Ahmedabad,SG Highway,Villa,4,984,Semi-furnished,30,Yes,41.6
Ahmedabad,Satellite,Independent House,2,3339,Semi-furnished,8,Yes,35.44
Ahmedabad,SG Highway,Villa,3,2405,Unfurnished,11,Yes,67.21
Ahmedabad,SG Highway,Villa,1,2595,Furnished,32,No,47.86
Ahmedabad,Navrangpura,Independent House,5,2831,Semi-furnished,21,No,136.88
Ahmedabad,Gota,Independent House,2,973,Unfurnished,18,Yes,170.31
Surat,Pal,Independent House,2,673,Furnished,24,No,11.72
Ahmedabad,Satellite,Villa,4,4209,Semi-furnished,20,No,84.01
Surat,Vesu,Villa,1,847,Furnished,31,Yes,10.37
Surat,Adajan,Apartment,2,986,Semi-furnished,17,No,110.6
Ahmedabad,Satellite,Independent House,3,4971,Unfurnished,11,No,92.66
Ahmedabad,SG Highway,Apartment,5,3963,Unfurnished,19,Yes,83.24
Ahmedabad,Navrangpura,Independent House,4,4503,Unfurnished,10,Yes,21.05
Ahmedabad,Gota,Villa,2,1053,Semi-furnished,20,No,72.25
Surat,Piplod,Apartment,3,2798,Furnished,29,No,193.07
Surat,Pal,Independent House,4,4785,Furnished,16,Yes,25.63
Surat,Vesu,Villa,5,2069,Unfurnished,26,Yes,180.96
Surat,Althan,Villa,1,1023,Semi-furnished,5,Yes,114.55
Surat,Adajan,Independent House,4,3230,Unfurnished,11,Yes,24.55
Ahmedabad,Satellite,Apartment,2,4140,Semi-furnished,31,Yes,13.68
Ahmedabad,Bopal,Villa,4,2763,Unfurnished,5,Yes,60.44
Surat,Vesu,Apartment,4,3403,Unfurnished,20,Yes,36.51
Ahmedabad,Navrangpura,Villa,2,4593,Semi-furnished,17,No,150.35
Surat,Piplod,Independent House,1,4943,Unfurnished,18,No,20.84
Ahmedabad,Navrangpura,Apartment,2,2263,Semi-furnished,35,No,153.55
Surat,Pal,Apartment,2,4417,Furnished,27,No,37.57
Ahmedabad,Navrangpura,Independent House,1,3816,Semi-furnished,20,No,47.76
Surat,Adajan,Villa,1,2954,Semi-furnished,19,No,47.43
Ahmedabad,Gota,Apartment,4,1028,Semi-furnished,26,Yes,139.18
Surat,Vesu,Apartment,2,3494,Semi-furnished,33,Yes,88.81
Surat,Piplod,Independent House,1,545,Unfurnished,6,Yes,177.92
Ahmedabad,Satellite,Apartment,5,1327,Unfurnished,32,Yes,194.66
Ahmedabad,Satellite,Villa,1,3935,Unfurnished,27,Yes,14.76
Ahmedabad,Satellite,Independent House,5,2971,Unfurnished,29,No,39.02
Surat,Althan,Independent House,3,559,Semi-furnished,19,No,79.69
Surat,Pal,Apartment,1,4596,Semi-furnished,25,Yes,184.3
Surat,Althan,Apartment,1,1717,Semi-furnished,33,No,109.22
Surat,Pal,Independent House,4,1968,Semi-furnished,16,Yes,146.95
Ahmedabad,Satellite,Villa,5,2895,Semi-furnished,21,No,53.94
Ahmedabad,Gota,Independent House,5,890,Semi-furnished,28,Yes,98.61
Surat,Althan,Villa,2,2798,Furnished,27,No,179.54
Ahmedabad,Bopal,Villa,4,4538,Semi-furnished,33,No,149.18
Ahmedabad,SG Highway,Villa,3,1312,Unfurnished,3,Yes,16.99
Surat,Pal,Villa,4,2491,Furnished,28,No,135.34
Surat,Althan,Apartment,5,1659,Furnished,17,Yes,89.63
Ahmedabad,Bopal,Apartment,3,4606,Furnished,28,No,102.88
Ahmedabad,SG Highway,Independent House,5,3876,Semi-furnished,29,No,93.28
Ahmedabad,SG Highway,Villa,1,2121,Semi-furnished,26,Yes,180.33
Surat,Adajan,Independent House,2,2709,Furnished,10,No,67.38
Surat,Pal,Villa,5,1184,Semi-furnished,22,Yes,39.59
Surat,Adajan,Villa,5,3058,Semi-furnished,21,Yes,84.3
Surat,Althan,Independent House,3,4280,Unfurnished,30,Yes,43.37
Ahmedabad,SG Highway,Apartment,3,4134,Furnished,29,Yes,115.71
Ahmedabad,Bopal,Apartment,5,3925,Furnished,25,Yes,56.31
Ahmedabad,SG Highway,Apartment,4,595,Semi-furnished,5,No,63.77
Surat,Vesu,Apartment,1,2698,Unfurnished,15,No,95.79
Ahmedabad,Navrangpura,Independent House,5,962,Semi-furnished,13,No,190.5
Surat,Piplod,Villa,3,2054,Semi-furnished,7,Yes,48.43
Surat,Pal,Independent House,5,4979,Furnished,4,No,151.23
Surat,Piplod,Independent House,3,4822,Semi-furnished,20,No,160.06
Ahmedabad,Gota,Apartment,1,1549,Unfurnished,7,No,32.25
Ahmedabad,Bopal,Villa,1,1856,Unfurnished,28,No,118.34
Surat,Pal,Villa,1,4091,Unfurnished,20,No,128.41
Ahmedabad,Satellite,Independent House,2,3300,Furnished,22,Yes,83.21
Ahmedabad,Navrangpura,Independent House,4,3926,Furnished,7,Yes,176.95
Surat,Althan,Apartment,5,2083,Unfurnished,15,No,193.45
Surat,Pal,Apartment,3,3439,Semi-furnished,30,Yes,25.87
Ahmedabad,Gota,Independent House,4,715,Unfurnished,31,No,107.35
Surat,Piplod,Apartment,5,2778,Semi-furnished,14,No,188.55
Surat,Althan,Independent House,3,4266,Semi-furnished,9,No,125.34
Ahmedabad,Navrangpura,Apartment,1,2098,Furnished,34,Yes,160.89
Surat,Pal,Independent House,1,2206,Semi-furnished,27,No,199.77
Surat,Althan,Independent House,1,2352,Unfurnished,8,No,95.68
Ahmedabad,Satellite,Apartment,3,4357,Furnished,18,No,23.96
Surat,Adajan,Apartment,5,2703,Furnished,4,No,84.44
Ahmedabad,Navrangpura,Villa,1,3459,Unfurnished,7,Yes,36.27
Surat,Vesu,Independent House,1,4014,Furnished,8,No,166.1
Surat,Pal,Independent House,4,2815,Semi-furnished,10,No,77.4
Ahmedabad,Navrangpura,Apartment,4,4817,Furnished,31,Yes,195.5
Ahmedabad,Bopal,Independent House,3,4938,Furnished,18,Yes,37.34
Ahmedabad,SG Highway,Villa,1,4477,Unfurnished,31,Yes,62.48
Ahmedabad,Bopal,Villa,3,3601,Unfurnished,20,No,112.53
Surat,Pal,Apartment,1,2567,Semi-furnished,22,No,159.3
Surat,Vesu,Independent House,2,1937,Unfurnished,16,Yes,19.6
Ahmedabad,Bopal,Independent House,1,2426,Semi-furnished,11,Yes,156.7
Ahmedabad,Navrangpura,Independent House,1,608,Semi-furnished,11,No,119.01
Surat,Piplod,Independent House,5,3147,Semi-furnished,25,No,121.52
Surat,Vesu,Villa,4,781,Unfurnished,3,Yes,86.39
Surat,Althan,Villa,5,958,Furnished,5,Yes,87.19
Surat,Althan,Independent House,3,4242,Semi-furnished,13,Yes,95.03
Ahmedabad,Bopal,Apartment,4,3316,Semi-furnished,27,Yes,199.48
Ahmedabad,Bopal,Villa,1,1169,Furnished,33,Yes,141.64
Surat,Adajan,Apartment,3,926,Unfurnished,22,Yes,192.71
Surat,Althan,Independent House,2,1713,Semi-furnished,31,No,37.25
Surat,Piplod,Apartment,4,1444,Furnished,18,No,104.13
Surat,Vesu,Villa,2,3477,Semi-furnished,18,No,105.38
Surat,Vesu,Apartment,3,4766,Unfurnished,26,No,188.43
Surat,Pal,Villa,1,3478,Furnished,10,Yes,138.37
Surat,Piplod,Villa,2,1278,Furnished,27,No,96.65
Ahmedabad,SG Highway,Villa,5,3148,Semi-furnished,32,No,87.46
Ahmedabad,Navrangpura,Villa,1,1217,Furnished,30,No,68.31
Ahmedabad,Satellite,Villa,4,1564,Furnished,17,Yes,99.28
Surat,Pal,Apartment,4,2012,Furnished,20,Yes,100.1
Ahmedabad,Gota,Villa,1,4456,Unfurnished,26,Yes,156.87
Surat,Adajan,Independent House,3,3221,Furnished,31,No,23.92
Surat,Pal,Villa,2,3043,Unfurnished,4,Yes,55.25
Ahmedabad,Bopal,Villa,1,3160,Unfurnished,6,No,107.34
Ahmedabad,SG Highway,Independent House,5,3034,Furnished,20,No,77.68
Ahmedabad,Satellite,Independent House,1,4570,Furnished,3,No,171.3
Surat,Piplod,Villa,3,1631,Furnished,30,No,110.52
Ahmedabad,Navrangpura,Apartment,1,2073,Semi-furnished,2,Yes,110.53
Surat,Althan,Villa,5,3474,Furnished,18,Yes,39.89
Surat,Vesu,Villa,3,2669,Furnished,14,Yes,27.05
Surat,Pal,Apartment,3,1226,Semi-furnished,10,No,81.71
Ahmedabad,Satellite,Apartment,2,2496,Unfurnished,23,No,47.66
Ahmedabad,SG Highway,Independent House,5,2598,Semi-furnished,11,Yes,69.81
Ahmedabad,Navrangpura,Independent House,4,4758,Semi-furnished,31,No,174.09
Ahmedabad,Gota,Villa,5,2387,Unfurnished,27,Yes,162.64
Surat,Pal,Apartment,4,1430,Unfurnished,11,Yes,98.26
Surat,Piplod,Villa,3,3873,Unfurnished,33,No,92.8
Ahmedabad,Satellite,Apartment,5,1954,Semi-furnished,11,Yes,130.79
Ahmedabad,Gota,Independent House,4,4522,Semi-furnished,23,No,30.35
Surat,Vesu,Apartment,3,1366,Furnished,16,No,199.3
Ahmedabad,Satellite,Independent House,2,3693,Furnished,16,No,147.06
Surat,Piplod,Independent House,3,991,Semi-furnished,24,No,33.29
Ahmedabad,SG Highway,Apartment,1,2636,Unfurnished,6,No,45.3
Ahmedabad,Navrangpura,Villa,5,1185,Semi-furnished,19,No,143.77
Ahmedabad,Satellite,Independent House,1,2952,Unfurnished,17,No,102.97
Surat,Pal,Villa,2,2341,Furnished,23,No,150.72
Surat,Adajan,Independent House,4,1203,Furnished,6,No,24.14
Ahmedabad,Navrangpura,Apartment,5,3406,Semi-furnished,19,Yes,69.26
Surat,Vesu,Villa,2,832,Unfurnished,12,No,95.78
Ahmedabad,Satellite,Villa,4,3589,Furnished,30,Yes,125.93
Surat,Piplod,Apartment,3,3768,Unfurnished,9,No,13.71
Ahmedabad,SG Highway,Villa,5,2164,Semi-furnished,8,Yes,112.11
Surat,Pal,Apartment,4,2752,Semi-furnished,15,Yes,40.81
Surat,Vesu,Independent House,3,3271,Semi-furnished,15,Yes,119.4
Surat,Althan,Apartment,3,1810,Unfurnished,17,No,24.24
Surat,Adajan,Apartment,3,2946,Unfurnished,2,Yes,104.49
Surat,Pal,Apartment,4,2586,Semi-furnished,26,No,147.71
Ahmedabad,SG Highway,Villa,3,1404,Semi-furnished,24,Yes,140.89
Ahmedabad,Bopal,Independent House,1,2159,Furnished,27,Yes,33.51
Surat,Althan,Apartment,5,4098,Unfurnished,12,Yes,16.85
Surat,Adajan,Independent House,3,3215,Semi-furnished,22,No,17.79
Ahmedabad,Bopal,Villa,3,3097,Semi-furnished,22,Yes,64.14
Ahmedabad,Satellite,Apartment,5,4462,Semi-furnished,14,No,112.92
Surat,Adajan,Villa,3,2671,Unfurnished,6,No,76.47
Surat,Pal,Villa,2,4047,Semi-furnished,28,Yes,82.75
Surat,Althan,Apartment,4,4188,Semi-furnished,29,No,58.5
Surat,Adajan,Apartment,5,3196,Semi-furnished,9,No,197.98
Surat,Adajan,Independent House,5,1274,Furnished,2,Yes,177.01
Surat,Vesu,Villa,4,1188,Unfurnished,10,No,110.86
Ahmedabad,Navrangpura,Independent House,2,1311,Unfurnished,22,Yes,195.54
Surat,Vesu,Independent House,4,4203,Unfurnished,21,No,55.42
Surat,Althan,Independent House,1,3832,Semi-furnished,12,No,145.7
Surat,Pal,Independent House,2,1226,Furnished,7,No,19.97
Ahmedabad,Navrangpura,Apartment,4,2773,Furnished,28,No,38.91
Ahmedabad,Gota,Independent House,5,3880,Furnished,25,No,108.65
Surat,Adajan,Independent House,1,3601,Unfurnished,3,Yes,131.95
Ahmedabad,SG Highway,Apartment,3,3639,Unfurnished,24,Yes,103.75
Ahmedabad,Navrangpura,Apartment,2,4834,Semi-furnished,6,No,43.79
Ahmedabad,Gota,Independent House,5,1000,Furnished,26,Yes,195.53
Surat,Adajan,Independent House,3,4459,Semi-furnished,9,No,180.41
Surat,Vesu,Villa,5,600,Unfurnished,16,Yes,158.32
Ahmedabad,Satellite,Villa,3,2310,Unfurnished,14,Yes,54.49
Surat,Piplod,Apartment,5,4762,Furnished,33,No,181.7
Surat,Vesu,Villa,4,3360,Unfurnished,19,No,177.4
Surat,Piplod,Apartment,2,1847,Unfurnished,16,Yes,11.27
Ahmedabad,Satellite,Independent House,5,4646,Semi-furnished,27,No,83.28
Ahmedabad,Gota,Villa,4,4041,Furnished,33,No,45.24
Ahmedabad,Navrangpura,Villa,4,4034,Unfurnished,3,Yes,152.58
Ahmedabad,Gota,Villa,2,1830,Unfurnished,5,Yes,100.01
Ahmedabad,SG Highway,Independent House,5,4346,Furnished,11,Yes,53.36
Ahmedabad,SG Highway,Apartment,3,2188,Unfurnished,20,Yes,168.29
Ahmedabad,Satellite,Villa,3,4528,Semi-furnished,7,Yes,25.17
Surat,Althan,Independent House,1,1535,Furnished,27,Yes,154.89
Surat,Pal,Apartment,1,4234,Furnished,4,Yes,53.79
Ahmedabad,Satellite,Villa,5,1375,Semi-furnished,6,Yes,85.16
Surat,Pal,Apartment,4,3740,Semi-furnished,8,No,160.15
Ahmedabad,Gota,Independent House,3,1915,Unfurnished,3,Yes,125.87
Surat,Adajan,Apartment,2,3510,Unfurnished,33,Yes,12.94
Surat,Adajan,Apartment,4,3221,Furnished,25,No,82.3
Surat,Vesu,Independent House,5,3456,Unfurnished,12,No,136.73
Ahmedabad,Navrangpura,Apartment,5,4222,Unfurnished,31,Yes,172.28
Ahmedabad,Bopal,Apartment,1,2635,Semi-furnished,32,Yes,17.23
Ahmedabad,Navrangpura,Independent House,3,875,Semi-furnished,12,Yes,124.19
Ahmedabad,Satellite,Villa,3,1441,Semi-furnished,14,No,59.0
Ahmedabad,Bopal,Apartment,2,1208,Unfurnished,3,No,150.75
Surat,Vesu,Apartment,4,3828,Semi-furnished,14,Yes,129.27
Surat,Althan,Independent House,5,945,Unfurnished,28,Yes,147.79
Surat,Piplod,Apartment,5,2169,Unfurnished,8,Yes,89.98
Ahmedabad,Bopal,Independent House,5,2547,Furnished,14,Yes,20.96
Ahmedabad,SG Highway,Villa,5,2851,Furnished,10,No,69.93
Surat,Adajan,Villa,3,823,Unfurnished,24,Yes,71.51
Ahmedabad,Satellite,Villa,4,1641,Semi-furnished,28,No,89.56
Surat,Althan,Independent House,3,4084,Furnished,10,No,127.71
Ahmedabad,SG Highway,Apartment,2,1460,Semi-furnished,16,No,180.03
Ahmedabad,Satellite,Villa,2,2312,Unfurnished,14,No,155.67
Ahmedabad,Satellite,Independent House,1,2694,Furnished,26,No,155.97
Surat,Piplod,Apartment,4,3428,Semi-furnished,16,Yes,162.2
Ahmedabad,Satellite,Villa,4,1006,Semi-furnished,19,Yes,112.31
Ahmedabad,Gota,Villa,5,4531,Unfurnished,5,No,71.31
Ahmedabad,Satellite,Apartment,1,2303,Unfurnished,16,No,150.33
Ahmedabad,Navrangpura,Apartment,2,4591,Semi-furnished,25,No,144.2
Ahmedabad,Gota,Independent House,5,4724,Unfurnished,30,No,87.19
Ahmedabad,Bopal,Independent House,4,832,Semi-furnished,9,No,184.12
Ahmedabad,Bopal,Independent House,3,2217,Furnished,16,Yes,39.18
Surat,Althan,Apartment,5,4213,Furnished,10,No,24.52
Surat,Althan,Villa,4,3095,Semi-furnished,16,No,115.35
Ahmedabad,SG Highway,Apartment,4,4159,Unfurnished,17,No,11.51
Surat,Althan,Villa,3,645,Unfurnished,8,Yes,143.75
Ahmedabad,SG Highway,Independent House,2,811,Semi-furnished,8,Yes,180.24
Surat,Adajan,Apartment,4,4562,Furnished,13,Yes,197.63
Surat,Althan,Independent House,3,2424,Furnished,24,No,146.29
Ahmedabad,Bopal,Independent House,2,1663,Unfurnished,10,Yes,35.43
Surat,Adajan,Villa,2,2712,Unfurnished,13,Yes,147.42
Ahmedabad,Gota,Independent House,4,4948,Unfurnished,28,No,81.33
Ahmedabad,SG Highway,Villa,2,2533,Semi-furnished,13,Yes,164.52
Surat,Althan,Apartment,5,4193,Unfurnished,34,Yes,85.78
Surat,Pal,Apartment,1,2122,Unfurnished,33,Yes,80.64
Ahmedabad,Satellite,Independent House,2,4774,Furnished,18,Yes,56.18
Surat,Pal,Apartment,2,4616,Semi-furnished,29,Yes,122.36
Surat,Althan,Apartment,5,3553,Unfurnished,8,Yes,149.08
Surat,Vesu,Villa,2,4002,Semi-furnished,10,Yes,173.16
Surat,Piplod,Independent House,2,1029,Furnished,32,Yes,122.56
Ahmedabad,SG Highway,Independent House,1,1163,Semi-furnished,14,No,196.58
Ahmedabad,Satellite,Apartment,1,4279,Unfurnished,21,Yes,121.18
Ahmedabad,Bopal,Villa,3,4352,Semi-furnished,24,Yes,172.2
Surat,Adajan,Villa,3,1005,Semi-furnished,32,No,96.07
Ahmedabad,Navrangpura,Apartment,3,3111,Furnished,30,Yes,66.25
Surat,Althan,Apartment,5,1647,Furnished,9,No,25.99
Ahmedabad,Bopal,Villa,3,2792,Semi-furnished,13,Yes,198.14
Surat,Pal,Apartment,4,2436,Furnished,24,Yes,54.08
Surat,Adajan,Independent House,2,3835,Furnished,30,Yes,20.08
Surat,Pal,Independent House,3,3302,Furnished,18,Yes,192.84
Ahmedabad,SG Highway,Independent House,1,2328,Semi-furnished,33,Yes,14.99
Ahmedabad,SG Highway,Apartment,5,2306,Furnished,18,No,21.15
Surat,Adajan,Villa,2,958,Furnished,30,Yes,168.87
Surat,Piplod,Villa,1,4619,Furnished,15,No,110.01
Surat,Pal,Apartment,2,4859,Unfurnished,19,Yes,177.36
Surat,Pal,Villa,1,1849,Furnished,22,No,192.1
Ahmedabad,Gota,Independent House,4,977,Semi-furnished,4,Yes,154.08
